Symbol	chrom	start	end	entrez_id
ILDR2	chr1	166908191	166975482	387597
SLC22A25	chr11	63163776	63229652	387601
C10orf113	chr10	21125763	21146559	387638
SKIDA1	chr10	21513478	21526368	387640
FAM238C	chr10	26931206	26942001	387644
WASHC2A	chr10	50067888	50133506	387680
SH2D4B	chr10	80537902	80646560	387694
C10orf99	chr10	84173738	84185294	387695
SLC16A12	chr10	89430299	89556641	387700
CC2D2B	chr10	95974029	96032684	387707
ENO4	chr10	116849512	116911788	387712
ARMS2	chr10	122454653	122457352	387715
TEX36	chr10	125576522	125683144	387718
C10orf143	chr10	130066374	130110817	387723
IFITM5	chr11	298200	299526	387733
OR56B1	chr11	5736517	5737491	387748
INSC	chr11	15112424	15247208	387755
FIBIN	chr11	26994184	26996121	387758
C11orf96	chr11	43942505	43944338	387763
SLC22A10	chr11	63137867	63369718	387775
SPDYC	chr11	65170154	65173244	387778
LIPT2	chr11	74491712	74493733	387787
VSTM5	chr11	93818232	93850531	387804
LOC387810	chr11	112534220	112555802	387810
CLEC2A	chr12	9898673	9932381	387836
CLEC12B	chr12	10010627	10018619	387837
REP15	chr12	27696519	27697596	387849
CCDC184	chr12	48183584	48185926	387856
C12orf75	chr12	105235290	105396097	387882
CFAP73	chr12	113149858	113159276	387885
TMEM233	chr12	119593459	119643066	387890
KMT5A	chr12	123383773	123409358	387893
LINC00944	chr12	126729787	126772411	387895
C1QTNF9B	chr13	23891099	23902655	387911
SHISA2	chr13	26044597	26051031	387914
NHLRC3	chr13	39038306	39050109	387921
SERP2	chr13	44373665	44397714	387923
LINC01551	chr14	28772704	28813453	387978
TOMM20L	chr14	58395916	58408701	387990
RHOB	chr2	20447074	20449445	388
KRT19	chr17	41523617	41528308	3880
LINC01550	chr14	97925610	97978124	388011
RTL1	chr14	100880655	100884847	388015
KRT31	chr17	41393724	41397592	3881
CCDC9B	chr15	40331452	40340967	388115
TNFAIP8L3	chr15	51056598	51105276	388121
C2CD4B	chr15	62163535	62165283	388125
INSYN1	chr15	73735431	73752747	388135
SPATA41	chr15	100344457	100349655	388182
PRR25	chr16	805443	813861	388199
KRT32	chr17	41459811	41467429	3882
SBK1	chr16	28292519	28323849	388228
LOC388242	chr16	29464967	30207182	388242
C16orf87	chr16	46796607	46831411	388272
C16orf97	chr16	52005487	52078474	388276
LOC388282	chr16	57798186	57816946	388282
C16orf86	chr16	67666816	67668758	388284
C16orf47	chr16	73126637	73144447	388289
KRT33A	chr17	41346092	41350812	3883
GLTPD2	chr17	4788959	4790390	388323
INCA1	chr17	4988130	4997610	388324
SCIMP	chr17	5208961	5234860	388325
C17orf100	chr17	6651718	6653473	388327
SPDYE4	chr17	8753106	8758559	388333
TMEM220	chr17	10699015	10730316	388335
SHISA6	chr17	11241263	11564063	388336
LRRC75A	chr17	16441577	16492153	388341
TMIGD1	chr17	30316333	30334059	388364
LINC00671	chr17	42874670	42898704	388387
CCDC103	chr17	44899142	44905390	388389
RPRML	chr17	46978156	46979248	388394
KRT33B	chr17	41363494	41369800	3884
YPEL2	chr17	59331689	59401729	388403
LINC01999	chr17	60564547	60586623	388406
C17orf82	chr17	61411751	61413280	388407
BTBD17	chr17	74356416	74361946	388419
PVALEF	chr17	81165507	81183164	388428
POTEC	chr18	14507339	14543585	388468
KRT34	chr17	41377650	41382403	3885
ZNF788P	chr19	12092263	12137235	388507
CLEC17A	chr19	14583084	14611157	388512
ZNF728	chr19	22975468	23003176	388523
RGS9BP	chr19	32675407	32678300	388531
KRTDAP	chr19	35487324	35495558	388533
ZNF790	chr19	36817428	36850787	388536
CEACAM16	chr19	44699151	44710714	388551
BLOC1S3	chr19	45178745	45181801	388552
BHMG1	chr19	45733251	45764534	388553
IGFL3	chr19	46120071	46124674	388555
ZNF808	chr19	52527653	52556336	388558
ZNF888	chr19	52915196	52923470	388559
ZNF761	chr19	53431993	53458261	388561
TMEM238	chr19	55379245	55384598	388564
ZNF470	chr19	56567511	56588911	388566
ZNF749	chr19	57435329	57445485	388567
ZNF324B	chr19	58451604	58457833	388569
C1QTNF12	chr1	1242446	1246722	388581
SMIM1	chr1	3772788	3775982	388588
RNF207	chr1	6205475	6221299	388591
TMEM82	chr1	15742422	15747982	388595
KRT35	chr17	41476689	41481140	3886
TRNP1	chr1	26993707	27000898	388610
CD164L2	chr1	27379176	27383380	388611
TRABD2B	chr1	47760528	47996895	388630
LDLRAD1	chr1	54007299	54018186	388633
GBP7	chr1	89131751	89176040	388646
C1orf146	chr1	92217940	92245813	388649
DIPK1A	chr1	92832737	92961522	388650
SLC6A17	chr1	110150486	110202202	388662
C1orf137	chr1	116694112	116706603	388667
NOTCH2NLA	chr1	146146521	146229026	388677
LINC01138	chr1	148362995	148460150	388685
LYSMD1	chr1	151159748	151165948	388695
HRNR	chr1	152212082	152224193	388697
FLG2	chr1	152348735	152360006	388698
KRT81	chr12	52285913	52291534	3887
C1orf189	chr1	154199372	154206333	388701
LINC00272	chr1	182407621	182414815	388719
C1orf53	chr1	197902647	197907367	388722
TMEM81	chr1	205083129	205084460	388730
CAPN8	chr1	223538007	223665734	388743
COA6	chr1	234373456	234384049	388753
C1orf229	chr1	247110160	247112417	388759
LOC388780	chr20	2207217	2213151	388780
SMIM26	chr20	18567347	18569563	388789
SNHG17	chr20	38420588	38435353	388796
FAM209B	chr20	56533246	56536520	388799
KRT82	chr12	52393931	52406355	3888
LOC388813	chr21	14591930	14658821	388813
MIR99AHG	chr21	16070522	16627397	388815
KRTAP26-1	chr21	30319124	30320316	388818
LINC00316	chr21	45338590	45341990	388830
CCDC188	chr22	20148427	20151065	388849
LRRC75B	chr22	24585620	24593208	388886
KRT83	chr12	52314301	52321398	3889
OGFRP1	chr22	42269753	42275196	388906
LINC00207	chr22	44569339	44572341	388910
MFSD2B	chr2	24010081	24026775	388931
PCARE	chr2	29061692	29074261	388939
LINC01913	chr2	41877555	41894046	388942
TMEM247	chr2	46479565	46484425	388946
LINC01118	chr2	46816668	46858210	388948
TSPYL6	chr2	54253184	54256272	388951
C2orf78	chr2	73784189	73817147	388960
BOLA3	chr2	74135398	74147994	388962
C2orf81	chr2	74414176	74421591	388963
C2orf68	chr2	85606654	85612066	388969
RHOC	chr1	112701106	112711224	389
KRT84	chr12	52377812	52385652	3890
SLC9A4	chr2	102473303	102533972	389015
DPP10-AS1	chr2	115130935	115161343	389023
LINC01120	chr2	131402901	131409049	389043
SP5	chr2	170715351	170718078	389058
PLEKHM3	chr2	207828303	208025560	389072
C2orf80	chr2	208165343	208190073	389073
RESP18	chr2	219327409	219333177	389075
SNORC	chr2	232869014	232878704	389084
OR6B2	chr2	240028965	240030456	389090
KRT85	chr12	52360006	52367481	3891
ZNF662	chr3	42905731	42917641	389114
CDHR4	chr3	49790732	49799835	389118
INKA1	chr3	49803254	49805030	389119
IQCF2	chr3	51861629	51863424	389123
IQCF5	chr3	51873721	51875584	389124
MUSTN1	chr3	52829878	52840262	389125
VGLL3	chr3	86937969	86991119	389136
PRR23B	chr3	139019031	139020926	389151
PRR23C	chr3	139042102	139044892	389152
PLSCR5	chr3	146585838	146606216	389158
ANKUB1	chr3	149761105	149968385	389161
LEKR1	chr3	156825481	157046129	389170
TMEM212	chr3	171843349	171938715	389177
LOC389199	chr4	7939001	7940296	389199
KRT86	chr12	52249300	52309163	3892
SMIM20	chr4	25861830	25929874	389203
BEND4	chr4	42110938	42152878	389206
GRXCR1	chr4	42893267	43030658	389207
TMPRSS11F	chr4	68053198	68129880	389208
LOC389247	chr4	183494938	183504494	389247
LRRC14B	chr5	191511	195353	389257
LINC02213	chr5	10504996	10522084	389273
ANXA2R	chr5	43039081	43040345	389289
TEX43	chr5	126631722	126636287	389320
SMIM32	chr5	136191468	136193134	389332
PROB1	chr5	139390592	139395713	389333
C5orf46	chr5	147880726	147906538	389336
ARHGEF37	chr5	149551947	149634968	389337
PSMG4	chr6	3231807	3303373	389362
CLPSL2	chr6	35776594	35779552	389383
C6orf222	chr6	36315757	36336885	389384
GLYATL3	chr6	49499958	49527047	389396
GFRAL	chr6	55327469	55402493	389400
LIN28B	chr6	104957048	105083332	389421
SAMD5	chr6	147508927	147737547	389432
IYD	chr6	150368892	150405969	389434
RBAKDN	chr7	5072125	5073223	389458
NUPR2	chr7	56114681	56116400	389493
KTN1	chr14	55559072	55701526	3895
GTF2IRD2B	chr7	75092573	75149817	389524
LAMTOR4	chr7	100148907	100155944	389541
FEZF1	chr7	122301394	122304505	389549
FAM180A	chr7	135728348	135748846	389558
LOC389602	chr7	155962632	155966343	389602
XKR5	chr8	6808517	6835644	389610
LINC00937	chr12	8295986	8396803	389634
LOC389641	chr8	23225221	23230926	389641
NUGGC	chr8	28021964	28083871	389643
C8orf86	chr8	38510834	38528662	389649
ALKAL1	chr8	52534037	52565507	389658
XKR9	chr8	70669365	70790371	389668
C8orf87	chr8	93134095	93166850	389676
RBM12B	chr8	93729356	93741017	389677
MAFA	chr8	143428060	143430406	389692
L1CAM	chrX	153861514	153909223	3897
SPATA31A6	chr9	42183659	42189882	389730
GLIDR	chr9	39807361	39810063	389741
SPATA31D4	chr9	81928514	81934948	389761
SPATA31D3	chr9	81943500	81995251	389762
SPATA31D1	chr9	81988772	81995256	389763
C9orf153	chr9	86220265	86259657	389766
PTGES2-AS1	chr9	128128529	128130628	389791
IER5L	chr9	129175552	129178262	389792
CFAP77	chr9	132410043	132573317	389799
LAD1	chr1	201373244	201399915	3898
LCN15	chr9	136759634	136766255	389812
AJM1	chr9	136844415	136848801	389813
LRRC26	chr9	137168758	137171984	389816
MYMK	chr9	133514586	133528612	389827
LOC389831	chrUn_GL000195v1	42939	49164	389831
LOC389834	chrUn_GL000218v1	51867	54893	389834
MAP3K15	chrX	19360056	19515261	389840
SPACA5	chrX	48004336	48009645	389852
USP27X	chrX	49879948	49882565	389856
PAGE2B	chrX	55075063	55078909	389860
ZCCHC13	chrX	74304190	74305031	389874
UBE2NL	chrX	143884071	143885255	389898
AFF3	chr2	99545419	100142739	3899
LOC389906	chrX	3817528	3843857	389906
C1QL3	chr10	16513743	16522005	389941
ACAT2	chr6	159760328	159779055	39
RND3	chr2	150468195	150539011	390
NKX1-2	chr10	124445239	124450184	390010
OR52K1	chr11	4488879	4489908	390036
OR52I1	chr11	4594039	4595013	390037
OR51D1	chr11	4639715	4640838	390038
OR52A5	chr11	5131692	5132642	390054
OR51B6	chr11	5351508	5352446	390058
OR51M1	chr11	5389399	5390379	390059
OR51Q1	chr11	5422111	5423206	390061
OR51I1	chr11	5440570	5441514	390063
OR51I2	chr11	5453489	5454427	390064
OR52D1	chr11	5488685	5489749	390066
OR52H1	chr11	5544561	5545523	390067
OR52N4	chr11	5754693	5755729	390072
OR52N5	chr11	5777634	5778667	390075
OR52N2	chr11	5820314	5821348	390077
OR52E6	chr11	5840928	5841897	390078
OR52E8	chr11	5856674	5857734	390079
OR52E4	chr11	5884271	5885300	390081
OR56A3	chr11	5947340	5948361	390083
OR56A5	chr11	5967553	5968494	390084
ACCSL	chr11	44047981	44059977	390110
OR4X1	chr11	48263861	48264778	390113
OR5D13	chr11	55773438	55774382	390142
OR5D16	chr11	55838752	55839738	390144
OR5W2	chr11	55913650	55914582	390148
OR8H2	chr11	56105018	56106055	390151
OR8H3	chr11	56122373	56123311	390152
OR5M9	chr11	56462469	56463401	390162
OR5M10	chr11	56576774	56577721	390167
OR5M1	chr11	56612555	56613502	390168
OR5AK2	chr11	56988872	56989867	390181
OR5B2	chr11	58422265	58423313	390190
OR5B12	chr11	58439120	58440173	390191
OR5AN1	chr11	59364412	59365448	390195
OR4D10	chr11	59477373	59478396	390197
OR4D9	chr11	59514913	59515857	390199
LAG3	chr12	6772512	6778455	3902
OR10V1	chr11	59712823	59713864	390201
LRRC10B	chr11	61508800	61511018	390205
GPR152	chr11	67451301	67452729	390212
TRIM77	chr11	89710299	89717872	390231
IZUMO1R	chr11	94305593	94307721	390243
KDM4E	chr11	95025258	95027596	390245
BSX	chr11	122977570	122981720	390259
OR6X1	chr11	123753488	123754545	390260
OR6M1	chr11	123805335	123806387	390261
OR10G4	chr11	124015575	124016510	390264
OR10G7	chr11	124038066	124039010	390265
OR8B3	chr11	124396382	124397368	390271
OR8A1	chr11	124569997	124571142	390275
OR6C1	chr12	55320561	55321624	390321
OR6C75	chr12	55365111	55366049	390323
OR6C76	chr12	55426254	55427192	390326
OR6C70	chr12	55469200	55470138	390327
OR4N2	chr14	19719015	19827886	390429
OR4K2	chr14	19876232	19877309	390431
OR4K13	chr14	20033844	20034760	390433
OR4K17	chr14	20117407	20118438	390436
OR4N5	chr14	20143736	20144662	390437
OR11G2	chr14	20197336	20198446	390439
OR11H4	chr14	20242739	20243820	390442
RNASE9	chr14	20556093	20560931	390443
OR5AU1	chr14	21154865	21156063	390445
GOLGA8EP	chr15_GL383554v1_alt	66590	79943	390535
KBTBD13	chr15	65076816	65078192	390594
UBAP1L	chr15	65092770	65115197	390595
SKOR1	chr15	67819704	67873866	390598
LALBA	chr12	48567684	48570066	3906
GDPGP1	chr15	90233808	90245811	390637
OR4F6	chr15	101805699	101806686	390648
OR4F15	chr15	101818163	101819147	390649
C1QTNF8	chr16	1090005	1096244	390664
PTX4	chr16	1485886	1488981	390667
PABPN1L	chr16	88863333	88866660	390748
OR3A4P	chr17	3309986	3311446	390756
ARL5C	chr17	39156894	39167065	390790
LAMA2	chr6	128883141	129516569	3908
ONECUT3	chr19	1752373	1780988	390874
OR7G2	chr19	9102269	9103306	390882
OR7G3	chr19	9126012	9126950	390883
OR7A10	chr19	14840948	14841877	390892
LAMA3	chr18	23689443	23955066	3909
NUDT19	chr19	32691961	32713796	390916
ZNF793	chr19	37506939	37548762	390927
ACP7	chr19	39083913	39111493	390928
PINLYP	chr19	43576800	43582104	390940
ZNF805	chr19	57240685	57255135	390980
HES3	chr1	6244192	6245578	390992
PRAMEF12	chr1	12774841	12777906	390999
RHOG	chr11	3826978	3840983	391
LAMA4	chr6	112108760	112254939	3910
PRAMEF18	chr1	13222695	13226133	391003
PRAMEF17	chr1	13389632	13392629	391004
PLA2G2C	chr1	20161253	20177424	391013
FRRS1	chr1	99708703	99766631	391059
LAMA5	chr20	62309059	62367312	3911
VHLL	chr1	156298624	156299299	391104
OR10K2	chr1	158419928	158420866	391107
OR10K1	chr1	158465562	158466503	391109
OR6Y1	chr1	158547128	158548105	391112
OR6K3	chr1	158717168	158718163	391114
VSIG8	chr1	159854316	159873053	391123
OR11L1	chr1	247840928	247841896	391189
OR2L8	chr1	247948858	247949796	391190
OR2AK2	chr1	247965233	247966339	391191
OR2L3	chr1	248060682	248061620	391192
OR2M2	chr1	248179986	248181029	391194
OR2T33	chr1	248272852	248273814	391195
OR2M7	chr1	248323630	248324568	391196
LAMB1	chr7	107923799	108003255	3912
OR2G6	chr1	248521647	248522597	391211
SPINT4	chr20	45722351	45725830	391253
LAMB2	chr3	49121114	49133118	3913
PTRHD1	chr2	24789734	24793382	391356
SULT6B1	chr2	37167820	37196598	391365
LAMB3	chr1	209614870	209652466	3914
DYTN	chr2	206651621	206718396	391475
LAMC1	chr1	183023460	183145592	3915
LAMP1	chr13	113297241	113323672	3916
TRIM61	chr4	164954446	164977668	391712
HELT	chr4	185018841	185020804	391723
LAMC2	chr1	183186238	183244900	3918
ARHGAP1	chr11	46677080	46700615	392
LAMP2	chrX	120427827	120469365	3920
RPSA	chr3	39406689	39412542	3921
OR2A25	chr7	144074182	144075195	392138
USP17L8	chr8	7971661	7973253	392188
USP17L7	chr8	12132417	12134444	392197
GDF6	chr8	96142330	96160792	392255
FAM221B	chr9	35816391	35828747	392307
OR13J1	chr9	35869263	35870601	392309
OR13C2	chr9	104604671	104605627	392376
OR1L6	chr9	122749740	122750783	392390
OR5C1	chr9	122788933	122789895	392391
OR1K1	chr9	122800123	122801073	392392
LCN9	chr9	135663322	135666422	392399
GLOD5	chrX	48761750	48773648	392465
FLJ44635	chrX	72144184	72161750	392490
STMN1	chr1	25884181	25906991	3925
ARL13A	chrX	100969708	100990829	392509
ELFN1	chr7	1688119	1747954	392617
AGMO	chr7	15200318	15562015	392636
LASP1	chr17	38869859	38921770	3927
IQCA1L	chr7	151190873	151205496	392843
GRID2IP	chr7	6497462	6551436	392862
LBP	chr20	38346356	38377023	3929
ARHGAP4	chrX	153907367	153934999	393
LBR	chr1	225401502	225428925	3930
OR2A5	chr7	144050368	144051380	393046
LCAT	chr16	67939750	67944131	3931
LCK	chr1	32251239	32286165	3932
LCN1	chr9	135521438	135526532	3933
LCN2	chr9	128149071	128153455	3934
LCP1	chr13	46125920	46211871	3936
LCP2	chr5	170246237	170298227	3937
LCT	chr2	135787840	135837180	3938
LDHA	chr11	18394388	18408425	3939
ARHGAP5	chr14	32076114	32159728	394
LDHB	chr12	21635342	21757857	3945
LDHC	chr11	18412307	18452058	3948
LDLR	chr19	11089362	11133816	3949
ARHGAP6	chrX	11137543	11665701	395
LECT2	chr5	135922279	135955034	3950
LEP	chr7	128241284	128257628	3952
LEPR	chr1	65420652	65641559	3953
LETM1	chr4	1811479	1856247	3954
LFNG	chr7	2512529	2529177	3955
LGALS1	chr22	37675608	37679806	3956
LGALS2	chr22	37570246	37582616	3957
LGALS3	chr14	55124110	55145413	3958
LGALS3BP	chr17	78971238	78980109	3959
ARHGDIA	chr17	81867721	81871406	396
LGALS4	chr19	38801671	38813364	3960
LGALS7	chr19	38770971	38773492	3963
LGALS8	chr1	236518000	236552981	3964
LGALS9	chr17	27623364	27649560	3965
ARHGDIB	chr12	14942017	14961728	397
LHB	chr19	49015980	49017090	3972
LHCGR	chr2	48632291	48755730	3973
LIF	chr22	30240447	30246851	3976
LIFR	chr5	38474963	38608354	3977
LIG1	chr19	48115445	48170603	3978
ARHGDIG	chr16	268727	283010	398
LIG3	chr17	34980494	35009743	3980
LIG4	chr13	108207439	108218368	3981
LIM2	chr19	51379909	51387960	3982
ABLIM1	chr10	114431113	114684655	3983
LIMK1	chr7	74082933	74122525	3984
LIMK2	chr22	31212239	31280080	3985
LIMS1	chr2	108534355	108687246	3987
LIPA	chr10	89213569	89414557	3988
RHOH	chr4	40191053	40246967	399
LIPC	chr15	58410569	58569843	3990
LIPE	chr19	42401507	42427426	3991
FADS1	chr11	61799625	61829318	3992
LLGL2	chr17	75525080	75575208	3993
SPRED3	chr19	38388421	38399587	399473
TMEM200B	chr1	29119428	29123935	399474
FADS3	chr11	61873519	61892051	3995
SLC25A35	chr17	8287763	8295343	399512
LLGL1	chr17	18225587	18244875	3996
MEX3D	chr19	1554669	1568058	399664
FAM102A	chr9	127940579	127980513	399665
SMIM10L2A	chrX	135421943	135428074	399668
HEATR4	chr14	73478484	73558947	399671
MYO18A	chr17	29073517	29180412	399687
CCDC187	chr9	136280942	136306901	399693
SHC4	chr15	48823735	48963444	399694
CTXN2	chr15	48191539	48203756	399697
LINC00200	chr10	1159768	1164672	399706
LINC00701	chr10	2305083	2315075	399708
LOC399715	chr10	6277687	6335982	399715
GATA3-AS1	chr10	8050450	8053484	399717
CASC10	chr10	21492658	21497262	399726
LMAN1	chr18	59327823	59359962	3998
LBX1-AS1	chr10	101229594	101238848	399806
C10orf120	chr10	122697709	122699822	399814
EEF1AKMT2	chr10	124757831	124791870	399818
FLJ37035	chr10	125700436	125749525	399821
FOXI2	chr10	127737235	127741186	399823
LINC01164	chr10	131772398	131790199	399827
LINC01168	chr10	132965534	132976354	399829
SPRNP1	chr10	133567798	133569835	399833
LINC01002	chr19	200112	209396	399844
NAV2-AS4	chr11	19510890	19519896	399876
LOC399886	chr11	45371397	45388508	399886
FAM180B	chr11	47586693	47589194	399888
PCNX3	chr11	65615773	65637439	399909
TRIM49D1	chr11	89926762	89932937	399939
C11orf87	chr11	109422120	109429114	399947
COLCA1	chr11	111290787	111305045	399948
C11orf88	chr11	111514785	111537031	399949
MIR100HG	chr11	122089103	122367973	399959
PATE2	chr11	125776113	125778819	399967
PATE4	chr11	125833316	125840069	399968
GSEC	chr11	126340889	126355587	399972
SNX19	chr11	130875436	130916509	399979
ASIC2	chr17	33013087	34157294	40
ARL1	chr12	101393120	101407820	400
LMNA	chr1	156082573	156140089	4000
CLEC12A-AS1	chr12	9948137	9953336	400002
LINC00938	chr12	45718046	45727775	400027
LINC02381	chr12	54126098	54142493	400043
LINC02389	chr12	64883394	64977522	400046
C12orf76	chr12	110041160	110073634	400073
LINC00939	chr12	125958688	125983374	400084
LINC02393	chr12	127881617	127898639	400087
LMNB1	chr5	126776623	126837020	4001
SERTM1	chr13	36673912	36697839	400120
LINC00547	chr13	37534940	37551536	400121
LINC00548	chr13	40194509	40220502	400123
TUSC8	chr13	44400250	44405984	400128
ATP11AUN	chr13	112647044	112684497	400165
LINC00517	chr14	37896060	37902372	400208
FLJ22447	chr14	61570540	61658696	400221
PLEKHD1	chr14	69484692	69531551	400224
FOXN3-AS1	chr14	89417354	89419793	400236
LINC00642	chr14	90455230	90458905	400238
DICER1-AS1	chr14	95157645	95179933	400242
C15orf53	chr15	38696598	38700038	400359
C15orf54	chr15	39250684	39254845	400360
LMO1	chr11	8224304	8268716	4004
ST20	chr15	79898840	79923702	400410
FAM174B	chr15	92617443	92809798	400451
LINC01197	chr15	95255506	95327129	400456
LMO2	chr11	33858576	33892289	4005
BCAR4	chr16	11819829	11828845	400500
KNOP1	chr16	19701934	19718235	400506
CRYM-AS1	chr16	21300849	21318591	400508
LINC01567	chr16	24661422	24671062	400511
NSMCE1-DT	chr16	27268205	27290492	400512
LINC02167	chr16	35743268	35756515	400533
LOC400541	chr16	70156340	70173448	400541
LINC02139	chr16	85137150	85149443	400548
FENDRR	chr16	86474529	86509099	400550
LOC400553	chr16	88088041	88100985	400553
LINC02138	chr16	89166383	89169147	400558
C17orf97	chr17	410327	421097	400566
MED11	chr17	4731428	4733610	400569
LINC02076	chr17	18411159	18414380	400579
GRAPL	chr17	19127469	19159176	400581
C17orf102	chr17	34574123	34579369	400591
TOB1-AS1	chr17	50866679	50909737	400604
PRR29-AS1	chr17	63996071	63999899	400612
KCNJ2-AS1	chr17	70166961	70169402	400617
SOX9-AS1	chr17	72040714	72173583	400618
LINC00511	chr17	72431164	72640472	400619
LINC02092	chr17	73786802	73800793	400620
LINC01973	chr17	77879027	77884087	400624
TEX19	chr17	82359247	82363776	400629
LINC00668	chr18	6919496	6929966	400643
LINC01443	chr18	14946267	14973739	400644
LINC01538	chr18	64213082	64260055	400654
LOC400655	chr18	73151241	73264480	400655
LINC00909	chr18	74591774	74598508	400657
C18orf65	chr18	76495521	76498088	400658
LINC00683	chr18	76615212	76625940	400660
LINC01879	chr18	76690029	76693636	400661
PRSS57	chr19	685546	695498	400668
VMAC	chr19	5904858	5910853	400673
LINC00664	chr19	21405159	21503238	400680
LOC400684	chr19	32390050	32405560	400684
LINC01801	chr19	34816157	34832869	400685
LGALS17A	chr19	39685244	39694577	400696
PRICKLE3	chrX	49175264	49186528	4007
LOC400706	chr19	46057674	46077118	400706
LOC400710	chr19	50050589	50066793	400710
ZNF880	chr19	52369917	52385795	400713
ZNF772	chr19	57437970	57477570	400720
FAM87B	chr1	817371	819837	400728
PRAMEF4	chr1	12879224	12886201	400735
SH2D5	chr1	20719732	20732837	400745
NCMAP	chr1	24556111	24609328	400746
LINC01144	chr1	45303910	45305619	400752
C1orf141	chr1	67092165	67231853	400757
LRRC8C-DT	chr1	89583241	89632894	400761
MIR137HG	chr1	97986740	98049863	400765
C1orf226	chr1	162366908	162386818	400793
LRRC52-AS1	chr1	165476841	165582155	400794
C1orf220	chr1	178542752	178548889	400798
LINC01344	chr1	182129310	182314061	400799
LMO7	chr13	75549773	75859870	4008
C1orf140	chr1	221330080	221336296	400804
NBPF9	chr1	149054027	149103561	400818
FAM177B	chr1	222737207	222750805	400823
DEFB132	chr20	257736	261096	400830
C20orf202	chr20	1186092	1208274	400831
LINC01721	chr20	24199767	24224588	400839
LINC00114	chr21	38739021	38747460	400866
LOC400867	chr21	38863676	38956467	400867
LRRC74B	chr22	21045960	21064168	400891
LMX1A	chr1	165201867	165356715	4009
MIRLET7BHG	chr22	46053869	46113928	400931
LINC00898	chr22	47621043	47631569	400932
IL17REL	chr22	49994513	50012659	400935
LOC400940	chr2	5932788	6001275	400940
LINC00487	chr2	6728177	6770311	400941
LINC01376	chr2	18986451	19306054	400945
LINC00954	chr2	19868860	19885047	400946
C2orf91	chr2	41935368	41954266	400950
LINC01121	chr2	45164870	45323295	400952
EML6	chr2	54723665	54972018	400954
LINC01122	chr2	58427799	59063766	400955
LINC01185	chr2	60825132	60881314	400957
LINC02245	chr2	64901840	64905137	400958
PCBP1-AS1	chr2	69962263	70102909	400960
PAIP2B	chr2	71182739	71227083	400961
ANKRD36C	chr2	95836919	95991831	400986
ACOXL-AS1	chr2	111098345	111115588	400997
FLJ42351	chr2	112641832	112645690	400999
PHOX2A	chr11	72239077	72245664	401
LMX1B	chr9	126614443	126701032	4010
TEX41	chr2	144667967	145182541	401014
HAGLR	chr2	176173195	176188958	401022
FSIP2	chr2	185738628	185833290	401024
C2orf66	chr2	196805002	196810276	401027
ASB18	chr2	236194872	236264409	401036
LINC01940	chr2	238919302	238926269	401039
IQCF3	chr3	51817604	51830856	401067
LINC00960	chr3	75672391	75679303	401074
C3orf85	chr3	109118252	109150514	401081
LINC01205	chr3	109409990	109495167	401082
FOXL2NB	chr3	138947234	138953451	401089
MBNL1-AS1	chr3	152262616	152269555	401093
C3orf80	chr3	160225636	160228213	401097
LINC01994	chr3	182446970	182486364	401103
FLJ42393	chr3	188178543	188180812	401105
LINC00885	chr3	196142636	196160890	401109
C4orf48	chr4	2041993	2043970	401115
DTHD1	chr4	36281622	36345756	401124
LINC02232	chr4	64914281	65004500	401134
PRR27	chr4	70152076	70176799	401137
AMTN	chr4	70518540	70532742	401138
CCSER1	chr4	90127535	91601913	401145
C4orf3	chr4	119296419	119304445	401152
LINC02145	chr5	6310441	6337292	401172
LINC02111	chr5	17378906	17387310	401177
RGS7BP	chr5	64506257	64612312	401190
LNPEP	chr5	96935464	97037515	4012
C5orf63	chr5	127042558	127073492	401207
LINC01011	chr6	2987967	2991173	401232
STMND1	chr6	17102258	17131372	401236
CASC15	chr6	21664772	22214505	401237
LINC00336	chr6	33586106	33593338	401253
RAB44	chr6	36697851	36733183	401258
LINC00951	chr6	40344344	40346151	401260
CRIP3	chr6	43299710	43331856	401262
TRAM2-AS1	chr6	52577307	52583993	401264
KLHL31	chr6	53647901	53665708	401265
TCP10L2	chr6	167149480	167196913	401285
LINC02538	chr6	167666840	167679270	401286
VWA5A	chr11	124115362	124147721	4013
LOC401312	chr7	22649960	22665533	401312
GARS-DT	chr7	30516309	30594808	401320
LINC00997	chr7	32758882	32762924	401321
C7orf65	chr7	47655244	47661648	401335
LINC01446	chr7	53655509	53811931	401337
LOC401357	chr7	56811799	56812446	401357
LRRD1	chr7	92141643	92179531	401387
SMIM30	chr7	113116718	113118613	401397
POT1-AS1	chr7	124929873	125179315	401398
PRRT4	chr7	128350325	128361685	401399
LOR	chr1	153259700	153262122	4014
RAB19	chr7	140404043	140426250	401409
OR2A7	chr7	144258607	144259722	401427
ATP6V0E2-AS1	chr7	149867697	149880610	401431
USP17L1	chr8	7332387	7333979	401447
LOC401463	chr8	64574306	64581888	401463
C8orf59	chr8	85214076	85220421	401466
SAMD12	chr8	118189459	118621995	401474
VLDLR-AS1	chr9	2422702	2643359	401491
LINC01235	chr9	13406380	13433053	401492
HACD4	chr9	20999515	21031636	401494
LINC01242	chr9	30388935	30575012	401497
TMEM215	chr9	32783499	32787399	401498
LOX	chr5	122063195	122078285	4015
TOMM5	chr9	37582646	37592642	401505
FAM74A1	chr9	39371065	39376916	401507
C9orf170	chr9	87148644	87159556	401535
